Designator,Mid X,Mid Y,Rotation,Layer
C1,154.94,-76.2,90.0,top
C2,162.56,-72.39,270.0,top
R1,162.56,-76.2,90.0,top
R2,154.94,-72.39,90.0,top
R3,158.496,-66.04,0.0,bottom
U1,158.815,-73.66,0.0,bottom
Y1,158.75,-73.66,90.0,top
